,Buyer,Average Purchase Price
2586,Motor Squad,97.08666666666666
2587,Motor Superkings,89.9
2588,Motor Works One Holdings - Barrhaven Chrysler,115.30166666666666
2589,Motorad Auto Group,46.286
2590,Motorcars Limited,98.79
2591,Motorcars Limitedentretck Corporation,107.81714285714284
2592,Motorcars Of Lansing Inc,97.33321428571428
2593,Motorhub Sales,176.47833333333335
2594,Motorize Auto Direct Inc,101.25
2595,Motorland Enterprises,129.21666666666667
2596,Motorline Auto Group Inc,99.14277777777778
2597,Motortrendz,105.23814102564104
2598,Motorwerks,46.35
2599,Motowise Auto,7.66
2600,Mountain West Motor Llc,105.7842857142857
2601,Mountview Motors Limited,119.78916666666667
2602,Mp Auto Sales Services,189.54
2603,Mr Automotives,101.04071428571427
2604,Mr Automotives Fredericton,130.28
2605,Mr Hemi,88.00399999999999
2606,Mr Motor Inc,88.87
2607,Mr Motors,91.802
2608,Mrs Automobiles,112.9
2609,Ms Auto,73.64
2610,Mtl Autos,86.55000000000001
2611,Mukhtari Chavoush,-70.03
2612,Mullanes Auto,51.55266666666666
2613,Multi Autos 2020,100.39214285714286
2614,Murcot Auto Inc,88.03666666666668
2615,Muriel Motors,104.165
2616,Murray Chevrolet,122.385
2617,Murray Chevrolet Buick Gmc Merritt Limited Partnership,96.74
2618,Murray Chevrolet Winnipeg,109.11884615384616
2619,Murray Chrysler Dodge Jeep Ram,95.05285714285716
2620,Murray Hyundai,101.57550724637684
2621,Murray Motors Chilliwack Honda Lp,110.6857142857143
2622,Murray Motors Chilliwack Lp,92.862
2623,Murray Tofflemire Son Limited,141.42999999999998
2624,Murrays Garage,121.94
2625,Murrays Used Cars Limited,103.675
2626,Mvl Leasing Limited,88.44
2627,My Car,77.66
2628,Myers Barrhaven Toyota,115.42187311178247
2629,Myers Bells Corners Nissan,109.1
2630,Myers Cadillac Chevrolet,114.3225
2631,Myers Cadillac Chevrolet Buick Gmc Inc,106.06
2632,Myers Kanata Nis Inc - Myers Kanata Nissan,113.5271875
2633,Myers Kanata Volkswagen Inc,106.8257894736842
2634,Myers Manotick Dodge Ram Jeep Chrysler,127.01
2635,Myers Orleans Chevrolet,123.10928571428572
2636,Myers Orleans Chrysler Dodge Jeep Ram Inc,97.81
2637,Myers Volkswagen,104.32
2638,Mymotors,98.578
2639,Mymotorsca,121.55307692307692
2640,N P Platinum Auto Sales,109.91
2641,N And G Auto,96.5930303030303
2642,N V Cloutier Inc,98.30800000000002
2643,Nachbar Automotive,90.13333333333333
2644,Nachbar Automotive Can,94.755
2645,Nas-Motive Auto Sales And Services Limited,194.87
2646,National Auto Remarketing,85.15
2647,National Auto Sales,91.755
2648,Nationale Auto,79.00076923076924
2649,Nationwide Trader Group,75.75
2650,Nawab Motors,85.20666666666666
2651,Nbfg Auto Limited - Bridges Gm,109.6325
2652,Ncs Leasing Sales,149.38
2653,Neuf Etoiles Moteurs Inc,132.03459459459455
2654,New 2 U Auto Sales Inc,77.88
2655,New Car And Care Used Car Sale,83.93
2656,New Liskeard Chrysler,107.5
2657,New To You Auto Sales,164.24
2658,New Wave Auto Group,116.28
2659,Newmate Auto Group,290.52
2660,Newroads Chevrolet,85.71
2661,Newroads Chrysler Dodge Jeep Ram,98.565
2662,Next Car 4 U,98.41666666666669
2663,Nextauto,164.036
2664,Niagara Chrysler Dodge Jeep Ram Inc,91.4
2665,Nijjar Kuljinder Singh,118.7
2666,Niko Auto,82.945
2667,Nil Les Auto Sales Inc,107.51
2668,Nimri Auto,52.76499999999999
2669,Nine Star Auto Inc,135.3758333333333
2670,Nissan Granby - 9154-9477 Quebec Inc,98.6625
2671,Nissart Concept,103.712
2672,Noble Auto Salesnoble Auto Hut,111.78
2673,Noor Auto Trade Inc,161.20916666666668
2674,Norm Auto,89.85090909090908
2675,Norman Motor Group,136.67
2676,North 49 Enterprises,166.1525
2677,North America Auto Distributors Llc,365.2366666666667
2678,North Auto Sale,102.05
2679,North Coast Auto Brokers,103.15809523809524
2680,North Coast Auto Brokers Llc,90.1
2681,North End Auto Sales And Service Inc,104.29
2682,North Hill Mazda,120.83
2683,North Mountain Holdings Inc,114.27409090909092
2684,North Point Auto Sales,94.09333333333336
2685,North Shore Ford Inc,105.84
2686,North Shore Mitsubishi,102.18082191780825
2687,North York Kia,84.96333333333334
2688,North-Am Dealers Inc,105.1
2689,Northern Auto Brokers,116.05857142857144
2690,Northern Nissan,92.37
2691,Northern Wholesale Solutions Limited,55.44
2692,Northland Chrysler Jeep Dodge,93.60666666666668
2693,Northline Motors Inc,97.629
2694,Northside Trading Inc,79.16
2695,Northstar Fine Cars Inc,74.12333333333333
2696,Northstar Motors Inc,93.67666666666666
2697,Northtown Auto Lpnorthland Chrysler Dodge,111.70625
2698,Northumberland Motor Products,93.42
2699,Northway Ford Lincoln,93.70399999999998
2700,Nos Motors,88.8
2701,Noseworthys Tint And Graphics,137.35500000000002
2702,Nour Autos,129.89
2703,Np Auto Trucks Limited,77.32
2704,Number 7 Honda,93.94
2705,Nuwheels Auto Sales,85.265
2706,Nw Pro Motors Llc,136.53
2707,O J Auto Sales,70.005
2708,Oak Land Ford Lincoln Sales Limited,89.70599999999999
2709,Oakes Truck Sales,27.85
2710,Oakville Chrysler Dodge Jeep Ram,102.79166666666669
2711,Obrians By Caa Sales Finance Centre,99.83
2712,Occasion Beaucage Sherbrooke,108.39
2713,Occasion Mja Inc,104.35333333333334
2714,Occasion Vehicule De Longueuil,112.953125
2715,Occasion Ville De Longueuil,81.15
2716,Ocean Auto Limited,67.52799999999999
2717,Ocp World Headquarters Inc,83.6
2718,Octane Exports Inc,94.81625
2719,Offshore Motors,167.75
2720,Oi Auto Sale Limited,500.0
2721,Okgn Motor Group Limited,91.59
2722,Okotoks Ford Lincoln,105.73600000000002
2723,Okotoks Volkswagen,90.37333333333332
2724,Olger Motors Inc,93.61333333333332
2725,Olivier Chrysler Baie-Comeau,101.68
2726,Olivier Honda Bathurst,88.26125
2727,Olivier Hyundai Baie-Comeau,106.26250000000002
2728,Olivier Hyundai St Basile,79.24
2729,Olivier Kia Baie-Comeau,110.3
2730,Olivier Nissan,113.73
2731,Olufem Inc - Forward Auto Sales,62.22
2732,Olympia Motors Niagara Incorporated,58.85
2733,Omari Browne Dreamz Automotive,105.22761904761904
2734,Omer Gregoire Auto Inc,104.995
2735,One Click Auto Loans,107.61333333333334
2736,One Price Auto Limited,106.04565217391304
2737,One Price Used Car Superstore Inc,116.82
2738,One Stop Auto Sales,162.5016666666667
2739,One With God Motors Inc,102.6
2740,Ongu Auto,86.9625
2741,Ontario Auto Collection Inc,94.2181818181818
2742,Ontario Auto Group,122.38272727272728
2743,Ontario Auto Sales,87.19833333333334
2744,Ontario Car Store Limited,96.312
2745,Ontario Chrysler Jeep Dodge Inc,92.43642857142856
2746,Ontario Quality Motors,91.02931034482758
2747,Ontario Selective Motors,138.201
2748,Openroad Acura Richmond,85.0325
2749,Openroad Auto Group Limited - Surrey Honda,107.46599999999998
2750,Openroad Auto Limited - Bmw Langley Mini Langley,89.94624999999999
2751,Openroad Infiniti Langley - Openroad Auto Group Limited,101.2608695652174
2752,Openroad Volkswagen,108.96529411764706
2753,Optimize Auto Sales Leasing,30.06
2754,Opulent Motors,68.03
2755,Orange Auto,103.705
2756,Orange Preowned Motors Inc,161.9875
2757,Oregans Dartmouth Hyundai,106.99
2758,Oregans Green Light Dartmouth,117.24184615384615
2759,Oregans Infiniti Nissan,114.15
2760,Oregans Kia Halifax,98.7125
2761,Oregans Toyota,106.21209302325582
2762,Oregans Toyota Dartmouth,85.58999999999999
2763,Original Applewood Motors Limited,107.18045454545454
2764,Orr Motors,101.44
2765,Oscarl Sales,120.6
2766,Oscars Motors,86.248
2767,Oshawa Fine Auto Sales Inc,89.7
2768,Osm Motors,341.925
2769,Osman Motors Inc,102.8
2770,Oto Trois Rivieres Inc,68.49818181818182
2771,Otonabee Enterprises,85.33
2772,Ottawa Auto Sales Inc,219.455
2773,Ottawa Metro Towing Recovery Inc,186.763
2774,Ottos Auto Sales,180.825
2775,Overdrive Motors,89.78999999999999
2776,Overdrive Motors Inc,129.91222222222223
2777,Owasco Volkswagen,84.97833333333334
2778,Oxford Motors,69.56285714285715
2779,Ozmen Mehmet,129.88
2780,P P Motors Limited,84.57250000000002
2781,P E Boisvert Auto Limitee,103.38333333333333
2782,P F Motors,104.2388888888889
2783,P F Motors Limited,96.89666666666666
2784,P L Auto Repair Limited,112.44
2785,Pace Car Auto Sales,-100.0
2786,Pacific Auto Center Llc,121.7858064516129
2787,Pacific Motors Limited,124.17799999999995
2788,Pag 20 Inc - Performance Honda Mayfield,96.22
2789,Paille Chevrolet Buick Gmc Sorel-Tracy Inc,92.26
2790,Painless Autos,106.54
2791,Palladino Subaru,105.14
2792,Palmery Motors,104.83476190476192
2793,Panda Auto Sales,146.07
2794,Pappa Cars Inc,-67.635
2795,Paquet Nissan,117.66
2796,Paquin Ford Ltee,94.525
2797,Paradigm Fleet Services,95.65
2798,Paragon Auto Mall,74.475
2799,Paramount Fine Cars Inc,97.215
2800,Parfait Auto - 9467-7481 Quebec Inc,158.86315789473684
2801,Park Mazda,89.87230769230769
2802,Park Shore Bmw,88.21333333333332
2803,Parkdale Auto Centre,127.70222222222222
2804,Parkdale East Auto Truck Centre,80.71
2805,Parkrow Auto Sales Limited,90.5720506329114
2806,Parkway Auto Trade,93.82214953271028
2807,Parkway Auto Tradewefindyourcarca,83.66333333333333
2808,Parkway Nissan Of Stoney Creek,109.45583333333332
2809,Parmco Developments Limited,74.55
2810,Pars Auto,116.295
2811,Pars Auto Sales,164.52749999999995
2812,Parsons Motors 1995 Limited,83.52000000000001
2813,Patricia Auto Inc,89.55
2814,Patrick Vienneau Autos Inc,166.285
2815,Paul Auto Traders Inc,98.57
2816,Paul Coffey Bolton Kia,107.41666666666669
2817,Paul Tinney Auto Sales Limited,164.69
2818,Paulgreat Inc Oa Paulgreat Autos,108.38285714285712
2819,Pauls Auto Parts Limited,193.75578947368425
2820,Pauls Service Centre,98.96
2821,Pay Less Automart,152.995
2822,Payless Auto Sales,288.9975
2823,Payless Motors,76.99
2824,Pbx Motors,77.155
2825,Pcb Automotive Group And Finance Limited,123.1611111111111
2826,Peachwood Motors Inc,108.32297029702973
2827,Pedro And Son Auto Limited,99.045
2828,Peel Car Sales,115.00208333333336
2829,Pejman Fine Cars,85.75999999999999
2830,Pembina Valley Auto Service Limited,77.07
2831,Penguin Motors Limited,104.84
2832,Peninsula Automotive Sales Leasing,100.454
2833,Penner Auctions - Rock City Truck And Auto,34.38
2834,Pentastic Motors Inc,108.03
2835,Perfect Auto Corp,122.455
2836,Perfectionniste Dautos Financecom,102.075
2837,Performance Acura North Mississauga,86.55000000000001
2838,Performance Autobody,135.76315789473685
2839,Performance Ford,131.07
2840,Performance Hyundai,117.925
2841,Performance Hyundai Brampton,78.14714285714287
2842,Performance Kia Mayfield,105.06
2843,Perth County Chrysler,98.19
2844,Petawawa Toyota 20,110.88666666666666
2845,Peter Boyer Chevrolet Buick,85.49
2846,Peter Gunn Auto Sales Leasing Inc,93.06483870967742
2847,Peter Smith Chevrolet Buick Cadillac Gmc,83.72999999999999
2848,Peterborough Kia,122.77
2849,Petes Car Sales Dunnville Limited,84.42
2850,Petes Rubbers Limited,141.25333333333333
2851,Petra Auto,197.744
2852,Petrie Ford,109.13764705882352
2853,Petro Cardin Auto Luxury,500.0
2854,Pfaff Bmw,74.3825
2855,Pfaff Reserve,84.88
2856,Pfaff Subaru - Guelph-S Lp,113.12285714285714
2857,Phillips Auto Sales,85.144
2858,Phils Car Sales,82.345
2859,Pickard Lane Leasing Limited,128.0091011235955
2860,Pieces Dauto Bois-Fort Inc,101.13
2861,Pieces Et Mecanique Omerville,67.0475
2862,Pierson Motors Inc,81.785
2863,Pike Wheaton Chevrolet Limited,86.83500000000001
2864,Pinard Ford,129.61
2865,Pine View West Hyundai,82.61571428571428
2866,Pinto Romel,-98.96
2867,Pioneer Chrysler Bc,114.95617218543047
2868,Pioneer Chrysler Jeep,92.41222222222224
2869,Pioneer Motor Products Limited,150.69
2870,Pioneer Motors Vancouver,102.33918604651164
2871,Plain Simple Auto Electric Inc,53.9025
2872,Plains Auto Sales Limited,94.89
2873,Planet Kia,86.22
2874,Planet Motors Inc,100.47571428571428
2875,Platinum Auto Sales Inc,135.96
2876,Platinum Autosport,106.23
2877,Platinum Star Trucks,109.3
2878,Plaza Kia Of Richmond Hill,99.315
2879,Plaza Nissan - Plaza N Auto Lp,111.22830508474576
2880,Pli Auto Gallery Inc,114.34
2881,Pneus Vic Inc,115.04
2882,Podtykan Ruslan,105.55
2883,Poem Auto Incorporated,121.34
2884,Pooya Auto Limited,89.61600000000001
2885,Porsche Centre Edmonton,107.84333333333332
2886,Porsche Centre Richmond,102.10555555555555
2887,Porsche West Island Gabriel,92.445
2888,Port City Auto Experts Limited,94.105
2889,Port Elgin Auto Sales Limited,116.43363636363634
2890,Power Auto Sales,103.6
2891,Prairie West Automotive Inc,105.865
2892,Prairies Pickup Sales Inc,112.51272727272728
2893,Pratap Motors,95.3
2894,Precision Honda,85.34
2895,Premier Chevrolet Cadillac Buick Gmc,90.95588235294116
2896,Premium Auto Sales,94.787
2897,Premium Auto Sales Limited,94.45
2898,Premium Auto Wholesale,118.30444444444444
2899,Premium Automotive Sales,106.47075471698112
2900,Premium Cars Wholesale,96.92
2901,Premium Cars Wholesale Limited,90.39142857142858
2902,Premium Drive,152.90200000000002
2903,Premium Wheels Usa Llc,91.98783505154638
2904,Premiumcarclub,72.52833333333335
2905,Presidential Auto Sales,93.01
2906,Prestige Auto Depot,319.625
2907,Prestige Auto Gallery,104.84428571428568
2908,Prestige Auto Sales,20.41
2909,Prestige Ford,99.92
2910,Prestige On Whyte,95.43
2911,Pret Auto 60 Minutes,113.60101449275362
2912,Pret Auto Partez,92.06823529411764
2913,Pret Auto Partez - Services Financiers Csm Inc,114.78204081632651
2914,Priceless Fine Cars Inc,146.702
2915,Prime Autos Calgary,164.39
2916,Prime Autos Limited,191.662
2917,Prime Line Auto Group Inc,99.18399999999998
2918,Prime Motors,366.6466666666667
2919,Prime Ride Auto Limited,382.51
2920,Primo Car,40.15
2921,Primus Auto Export Inc,124.49
2922,Prince Sakil Mahmud,466.7
2923,Priority Wholesale Limited,120.804
2924,Privilege Automobile Inc,87.33500000000001
2925,Prix Du Gros - Centre Gestion De Vehicules Usages,126.93
2926,Prix Du Gros Centre Gestion De Vehicules Usages,101.68666666666668
2927,Pro Drive Auto Sales,98.175
2928,Pro Motors Ontario Inc,199.242
2929,Pro Source Auto Wholesale,98.73
2930,Pro Unique Auto Motors,102.6175
2931,Pro-Occasion Inc,93.35870967741936
2932,Procolor Collision Wheaton Grande Prairie,213.22
2933,Progressive Auto Sales Sarnia Inc,81.588
2934,Progressive Ford Inc,76.80428571428571
2935,Progressive Leasing And Auto Sales Limited,142.96
2936,Progressive Leasing Group,71.5
2937,Proroulant Inc,135.89499999999998
2938,Proservice Auto,39.12
2939,Ps Motors Limited Granville Island Auto Centre,118.58
2940,Punjab Motor Group,79.85961538461538
2941,Punjab Motors Limited,25.823125
2942,Purdy Auto Detailing,88.59
2943,Pv Auto Service,57.54
2944,Qb 1967,98.9525
2945,Quality Auto Center,95.13833333333332
2946,Quality Auto Group,97.677
2947,Quality Auto Group Corp,105.8
2948,Quality Auto Llc Wa,150.0
2949,Quality Car Sales Inc,94.77181818181818
2950,Quality Motorsports,104.97689119170984
2951,Qubbad Omer M,241.09
2952,Quebec Autovite,71.02
2953,Quebec Mitsubishi,108.5577777777778
2954,Queen Auto Sales,80.19
2955,Queen Motors,96.31
2956,Queensway Audi,104.96
2957,R E V Motors,87.14599999999999
2958,R Mcmackin Auto Sales,102.53142857142858
2959,R Rose Automotive Repair Limited,21.16
2960,R S Car Sales Limited,134.76296296296297
2961,R Star Motors Inc,54.94
2962,R2 Motors,84.76
2963,Race Auto Group Limited,72.71
2964,Rai Auto Service Limited,34.065
2965,Rainbow Ford Sales Inc,107.54
2966,Rajput Gurjit Singh,98.83
2967,Rally Motors Limited,84.013
2968,Rally Subaru,75.97
2969,Ralphs Empire Used Auto Parts Abbotsford,38.35
2970,Rama Auto Inc,76.815
2971,Ramo Al Auto Sales,117.05916666666668
2972,Rana Motors,-46.558
2973,Ranjha Motors,108.37
2974,Rapid Motor Sales,82.22
2975,Rated M Motorsport Inc,188.77941176470588
2976,Raw-Bow Enterprises - Blue Star Motors,89.19
2977,Rawal Motors,99.56
2978,Rbs Motors Limited,71.51
2979,Rct Auto Inc,90.178
2980,Rdd Auto Brokers Leasing Inc,71.935
2981,Rdj Auto Sales,83.67
2982,Rds Auto Sales Limited,102.45
2983,Ready Auto Limited,126.2
2984,Real Deal Motors - Cool Whipz Auto Limited,110.74
2985,Recar,108.85074850299402
2986,Recar Moncton,84.15604166666667
2987,Recyclage Laflamme,90.365
2988,Red Beard Auto,67.53999999999999
2989,Red Deer Auto Wholesale Inc,216.14666666666665
2990,Red Deer Mitsubishirdm Motors,96.03
2991,Red Deer Motors,105.3168
2992,Red Line Moto,64.455
2993,Red Line Motors Ca Limited,-100.0
2994,Redline Autocorp,85.13666666666667
2995,Redwater Chrysler Dodge Jeep Ram Limited,89.136
2996,Redwood Motors,132.66
2997,Regans Automotive Inc,89.6725
2998,Regate Kia Valleyfield - 9430-4136 Quebec Inc,111.11
2999,Regina Auto Exchange Limited,37.39666666666667
3000,Regina Electric Vehicles,102.27714285714286
3001,Reignzhel Auto Repair And Sales,20.17
3002,Relentless Auto Group,22.915000000000006
3003,Reliable Pre-Owned Cars,87.24
3004,Rempels Custom Shop,396.06
3005,Renew Auto Group,5.922500000000003
3006,Repentigny Mitsubishi - 9089-0971 Quebec Inc,103.09333333333336
3007,Rer Automobiles Limited,111.255
3008,Rev Automotive Group Inc,101.88333333333334
3009,Revell Ford Lincoln,110.89
3010,Revell Motor Sales Limited,95.43333333333334
3011,Revmatch Motorsports,117.56666666666666
3012,Revolutions Fine Cars Inc,30.21
3013,Rezvani Automotive Inc,119.59333333333332
3014,Rh Auto Sales And Services - Breslau,119.58
3015,Riadh Al-Hassan Mars Autos,115.78
3016,Ricard Auto Group,73.195
3017,Richard Charles Birdsall,65.3
3018,Richards Wholesale Auto Sales,177.9
3019,Richie Ds Wholesale Trucks,-100.0
3020,Richmond Hill Hyundai,84.16499999999999
3021,Richmond Hill Toyota,84.87024390243901
3022,Richmond Honda,82.08333333333333
3023,Richstone Fine Cars Inc,80.55
3024,Ricks Auto Sales Inc,102.6482608695652
3025,Ricks Motor Mart Inc,126.17333333333332
3026,Ride Shine Automotive Corporation,118.05
3027,Ride On Auto Sales Limited,101.24
3028,Ride Time,127.2
3029,Rideau Service Centre,139.18939393939394
3030,Rideau Valley Motors Inc,113.78422535211268
3031,Rideau Valley Motors Inc - Ottawa,105.55692307692308
3032,Riggs Auto Sales Limited,104.035
3033,Riggs Auto Sales Limited,40.66
3034,Right Choice Auto,150.68133333333333
3035,Rightride,92.19
3036,Rightride Hamilton,102.045
3037,Rightride Ottawa,85.94
3038,Ritson Road Auto Sales Service,80.70617647058825
3039,Rive Nord Chrysler Dodge Jeep Ram,83.526
3040,Rizzuto Bros Limited,146.29
3041,Rj Sales Limited,71.19
3042,Rj1 Motors Limited,158.61916666666667
3043,Rjs Auto Sales Inc - Rjs Auto Sales Inc,97.72
3044,Rl Repair 2,120.5546153846154
3045,Rmt Autos,70.76536585365854
3046,Rnns Autos 9266-5694 Quebec Inc,50.009
3047,Rnns Autos - 9266-5694 Quebec Inc,-100.0
3048,Ro-Zap Enterprises Inc Ca,79.64
3049,Road Master Auto And Detailing Limited,139.385
3050,Roadsport Chrysler,111.04173913043476
3051,Roadsport Riverview Ford,96.55
3052,Roadway Auto And Sport Inc,105.2
3053,Rob Roy Trading Company Limited,94.83
3054,Robert Pare Autos 2022 Inc,107.23
3055,Robert W Williams - Brandon Auto Sales,301.2633333333333
3056,Robinson Buick Gmc Limited,90.6
3057,Robot Auto Sales Inc,133.08
3058,Rocen Autosport Limited,100.24
3059,Rockland Ford Sales Limited,96.04
3060,Rockwood Motor Products,182.32
3061,Rocky Motors Inc,100.37
3062,Romantsov Car Sales,34.39
3063,Rose City Ford Sales Limited,81.07
3064,Roseland Motors Limited,101.93
3065,Rosenort Service Centre Limited,97.81
3066,Rotana Auto Group,105.73
3067,Roue De Location,113.93
3068,Rouyn-Noranda Mitsubishi,115.67
3069,Roy Barber Services 2007 Limited,72.01
3070,Roy Foss Chevrolet Limited,53.085
3071,Roy Foss Motors Limited,88.33500000000001
3072,Royal Auto Motors,101.62
3073,Royal Canadian Motors,98.07545454545452
3074,Royal Emerald Motors Limited,115.41
3075,Royal Empire Autoworks,16.36
3076,Royal Fine Motors Inc,118.33
3077,Royal Motors,78.36666666666667
3078,Royal Motors Canada Limited,199.5977777777778
3079,Royal Premier Autos Inc,180.34
3080,Royal Used Car Sales,112.735
3081,Royale Motors,95.47
3082,Royalton Auto Leasing Inc,253.85
3083,Rs Auto Plus,191.3225
3084,Rs Car Sales Limited - East,91.74444444444444
3085,Rs Motors Llc - Lynnwood,119.305
3086,Rsa Auto Service Center Inc,18.179166666666664
3087,Rsa Motors,91.43166666666669
3088,Rudy Wiebe Motors Limited,86.74000000000001
3089,Running Gear Auto Corp,108.31
3090,Rv Nation,78.14
3091,Ryan Auto,132.81
3092,Ryder Auto Sales,69.45363636363636
3093,Ryder Auto Sales Inc,58.75714285714287
3094,Rymon Auto Sales,19.83333333333333
3095,Rz Autoz And Trailerz,85.74
3096,S E Auto,92.88916666666668
3097,S M Auto Sales And Services,40.05
3098,S S Auto Sales,182.04
3099,S L Auto Sales Inc,126.42
3100,S P Auto Limited,135.47
3101,S S Auto Group Inc,97.02875
3102,Sabeti Autos Limited,116.35913793103448
3103,Safe Lane Auto Repair Inc,71.48
3104,Saferide Auto Sales,99.226
3105,Saint Jerome Chrysler Jeep Dodge Inc,97.71
3106,Salami Auto,95.124
3107,Sals Auto Service Centre Limited,105.69
3108,Salvaggio Sales And Transport,133.43
3109,Sami Automobiles Inc,123.52333333333335
3110,Samozain Autos,127.785
3111,Sams Auto Sales Inc,109.0170588235294
3112,Sander Motor Sales Limited Chrysler,104.30666666666669
3113,Sanderson Auto Sales Inc,86.04666666666668
3114,Sangha Auto Sales Limited,94.589
3115,Sarnia Fine Cars 2019 Inc - Bmw Sarnia,93.4
3116,Sask Automotive Detailing Limited,316.22
3117,Saskatoon Auto Connection Inc,93.105
3118,Saskatoon Hyundai,132.315
3119,Saskatoon Motor Products 1973 Limited,91.62636363636362
3120,Saskatoon Motor Products Chev Buick Gmc,108.84235294117646
3121,Saskatoon Truck Centre,100.61888888888888
3122,Satkar Auto Service And Sales Inc,79.675
3123,Saugans Automobiles Inc,182.2175
3124,Saugans Automobiles Inc - Motor Palace,74.95819999999999
3125,Saulnier Automobile Inc,93.25
3126,Scarboro E Auto Limited,149.33499999999998
3127,Scarborotown Chrysler Dodge Jeep Ram Limited,88.92999999999999
3128,Scarborough Auto Group - Octane Used Cars,98.28896103896103
3129,Scarsview Chrysler,108.7275
3130,Scarsview Plymouth Chrysler Jeep Eagle,105.1175
3131,Scheling Auto Sales,104.52705882352942
3132,Schlueter Hyundai,84.35499999999999
3133,Scott Trimpers Auto Mall Inc,73.68
3134,Scotti Alfa Romeo,88.78
3135,Sd Motors Limited,118.13
3136,Sdgauto,290.45
3137,Sealeys Automotive Inc,86.68333333333332
3138,Seattle Direct Auto Sales,71.16
3139,Seattle Finest Motors,106.29478260869566
3140,Seaway Chevrolet Cadillac Buick Gmc Limited,92.9
3141,Sedona Auto Sales,-100.0
3142,Select Auto,130.04
3143,Select Autohaus Limited,154.31
3144,Selection Auto Credit Inc,49.09166666666666
3145,Selective Autoland,90.41
3146,Senator Automotive,96.37
3147,Services Dauto Edr,105.01461538461535
3148,Services Financiers Csm Inc,92.565
3149,Services Tekzou,85.03999999999999
3150,Seven Seas Motors,104.45666666666666
3151,Seven Speed Motors,162.63500000000002
3152,Sf Auto Limited,71.405
3153,Sf Auto Limited - Sk,115.99512195121952
3154,Sf Legacy Motors Inc,86.15
3155,Sfl Security Financial Leasing Inc,95.7125
3156,Shah Auto Sales Repairs Inc,80.04
3157,Shahnawaz Enterprises Inc - Sms Motors,126.95186046511628
3158,Shannon Motors Limited,110.526
3159,Shanu Pannus Automobiles Inc,234.05
3160,Shape-It Autobody Car Sales Limited,16.33
3161,Shaw Automotive Group Limited,90.095
3162,Shaw Motors,98.63333333333333
3163,Sherbrooke Auto Occasion,141.23666666666668
3164,Sherifali Motors Inc,84.20333333333333
3165,Sherwood Auto Sales,228.1435
3166,Sherwood Buick Gmc,84.97
3167,Sherwood Park Chevrolet,92.72
3168,Sherwood Park Dodge Chrysler Jeep Limited,81.14
3169,Sherwood Park Volkswagen,148.91416666666666
3170,Shift Electric Vehicles,110.25875
3171,Shokry Group Auto,37.13
3172,Shop Kings Inc,83.64
3173,Shopicar,57.955000000000005
3174,Shuke Motors,84.74875
3175,Sierra Truck Company,113.46200000000002
3176,Signal Automotive Inc,109.84375
3177,Signature Cars,79.48
3178,Silver Star Montreal,114.23600000000002
3179,Silverado Enterprises Limited,140.585
3180,Silverline Auto Sales Limited,194.932
3181,Silverstone Motors,167.62400000000002
3182,Siman Auto Sales Inc,74.475
3183,Simard Et Freres Automobiles Ltee,85.48111111111113
3184,Simple Auto Sales Services Limited,65.34785714285714
3185,Simplex Auto Location Ltee,-25.706
3186,Simplify Automotive Sales Inc,97.92
3187,Singh Motors,84.55666666666667
3188,Singh Parvinder,500.0
3189,Sisley For Honda,110.3051048951049
3190,Sisson Auto Sales Finance,107.855
3191,Six Side Motors Inc,110.08842105263156
3192,Sj Auto Fleet Wholesale Inc,150.30775
3193,Sjl Auto Limited,102.57166666666669
3194,Skaf Auto,177.214
3195,Sky City Auto Inc,99.68
3196,Sky Motors Canada,118.452
3197,Sky Motors Limited,117.40666666666664
3198,Skyline Auto Group Limited,69.89333333333333
3199,Slick International Inc,77.705
3200,Slingshot Edmonton,105.246
3201,Sm Auto Sales,74.00333333333333
3202,Sm Auto Sales Limited,76.02666666666667
3203,Smart Auto Solutions,50.53
3204,Smart Cars Sales,82.64
3205,Smart Choice Auto Sales,169.25
3206,Smart Select Autos Inc,194.23
3207,Smartbuy Auto Limited,131.71333333333334
3208,Smiths Falls Ford,103.3957142857143
3209,Smp Auto Sales Inc,132.47
3210,Sms Motors,99.14153846153847
3211,Sobering Automotive Centre Limited,125.39
3212,Solution Ford Inc,89.13499999999999
3213,Solutions Infotech St,84.17399999999999
3214,Somma Auto,96.01142857142855
3215,Son Motors Limited,129.44636363636366
3216,South 20 Dodge Chrysler Limited,82.93
3217,South London Nissan,76.83
3218,South London Nissan - S Nis Auto Lp,112.3285
3219,South Oakville Chrysler,102.4775
3220,South West Auto Group Inc,82.705
3221,Southern Connection Auto Sales,133.555
3222,Southlake Ford Lincoln Inc,98.06
3223,Southside Auto Group Inc,39.54
3224,Southside Dodge Chrysler,92.71714285714286
3225,Southview Acura,90.355
3226,Southwest Imports,85.215
3227,Sparta Autos,101.41571428571427
3228,Speck-Auto-Speck,109.2075
3229,Speed Joy Auto,136.38142857142856
3230,Speedbit Inc,140.78884210526317
3231,Speedway Auto - 9106-4584 Quebec Inc,364.385
3232,Speedway Auto Sales Limited,353.43142857142857
3233,Spin Auto Limited,106.4425
3234,Sport Mecanique Topgear,130.62285714285716
3235,Sport Motors Auto Sales,99.1
3236,Spruce Lane Motor Products Inc,93.61
3237,Spruce Lane Wholesale Inc,96.47
3238,Sr Automotive Wholesale And Leasing Inc,69.84
3239,Sr Automotive World,78.97999999999999
